Open_Recalls,Recall_status,Name_of_Recall,Campaign_NHTSA,Date_of_recall_announcement,Brief_Description,Safety_Risk,Remedy,Vim_ID,Time_Stamp
No,,,,,,,,1FA6P8TH5L5153959,2023-03-06 23:51:29.835048
Yes,Incomplete,IGNITION SWITCH REPLACEMENT,,1995-11-25,,,,1FABP42E1KF310345,2023-03-06 23:51:29.839384
No,,,,,,,,1FTCR15X0TPB55772,2023-03-06 23:51:29.837451
No,,,,,,,,1FTKR1AD9BPB01781,2023-03-06 23:51:29.843204
Yes,Incomplete,CLOCKSPRING TO DRIVER SIDE FRONTAL AIR BAG WIRE HARNESS REPLACEMENT,11V107000,2011-02-23,"FORD IS RECALLING CERTAIN MODEL YEAR 2004-2006 F-150 PICK UP TRUCKS AS WELL AS CERTAIN MODEL YEAR 2006 LINCOLN MARK LT VEHICLES. IF THE CLOCKSPRING JUMPER WIRE COMES IN CONTACT WITH THE DRIVER SIDE FRONTAL AIR BAG LOWER HORN PLATE, THE WIRE INSULATION MAY BECOME CHAFED, CREATING A POTENTIAL FOR A SHORT CIRCUIT.  IF THIS OCCURS THE AIR BAG WARNING LAMP MAY ILLUMINATE INDICATING THAT SERVICE IS REQUIRED.",THE DRIVER SIDE FRONTAL AIR BAG COULD INADVERTENTLY DEPLOY INCREASING THE RISK OF INJURY OR LOSS OF VEHICLE CONTROL IF OCCURRING WHILE IN MOTION.,"FORD WILL NOTIFY OWNERS AND INSTRUCT THEM TO TAKE THEIR VEHICLES TO A FORD OR LINCOLN/MERCURY DEALER TO HAVE A NEW CLOCKSPRING JUMPER WIRE INSTALLED THAT INCORPORATES A PROTECTIVE MESH COVER.  REPAIRS WILL BE PERFORMED FREE OF CHARGE.  THIS SAFETY RECALL BEGAN ON SOME VEHICLES IN MARCH 2011.  THE RECALL CAMPAIGN ON THE EXPANDED POPULATION IS EXPECTED TO BEGIN ON OR ABOUT MAY 9, 2011.   OWNERS MAY CONTACT THE FORD MOTOR COMPANY CUSTOMER RELATIONSHIP CENTER AT 1-866-436-7332.",1FTPX14554NB09049,2023-03-06 23:51:30.206788
Yes,Incomplete,6R80 SUDDEN TRANSMISSION DOWNSHIFT POWERTRAIN CONTROL MODULE PROGRAMMING,19V075,2019-02-12,"ON YOUR VEHICLE, AN INTERMITTENT FAILURE OF THE OUTPUT SPEED SENSOR (OSS) IN THE TRANSMISSION MAY RESULT IN AN UNINTENDED DOWNSHIFT TO FIRST GEAR.","AN UNINTENDED DOWNSHIFT INTO FIRST GEAR CAN CAUSE AN ABRUPT WHEEL SPEED REDUCTION, WHICH COULD CAUSE THE REAR TIRES TO SLIDE UNTIL THE VEHICLE SPEED SLOWS DOWN. THIS CONDITION COULD RESULT IN A LOSS OF VEHICLE CONTROL, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPROGRAM THE POWERTRAIN CONTROL MODULE WITH SOFTWARE THAT WILL PREVENT AN UNINTENDED DOWNSHIFT INTO FIRST GEAR IN THE EVENT OF AN INTERMITTENT OSS FAILURE. THIS SERVICE WILL BE PERFORMED FREE OF CHARGE (PARTS AND LABOR). F-150 3.5L, 5.0L, AND 6.2L VEHICLES: FORD MOTOR COMPANY IS WORKING AS QUICKLY AS POSSIBLE TO DEVELOP THE SOFTWARE FOR THIS REPAIR. WHEN THE SOFTWARE BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE (PARTS AND LABOR). THE SOFTWARE IS ANTICIPATED TO BE AVAILABLE BY LATE 2ND QUARTER, 2019.",1FTFW1ET3DKD03107,2023-03-06 23:51:30.218358
Yes,Incomplete,WINDSHIELD WIPER MOTOR REPLACEMENT,22V842,2023-01-09,"ON YOUR VEHICLE, THE WINDSHIELD WIPER MOTOR MAY BECOME INOPERATIVE, OR CAUSE THE WIPERS TO OPERATE ERRATICALLY AND OR STOP WORKING.","AN INOPERATIVE WIPER MOTOR HAS THE POTENTIAL FOR REDUCED VISIBILITY OR LOSS OF VISIBILITY IN CERTAIN CONDITIONS, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR THE REPLACEMENT OF THE FRONT WINDSHIELD WIPER MOTOR, FREE OF CHARGE - PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN THE THIRD QUARTER OF 2023. IF A CONCERN OCCURS WITH THE WINDSHIELD WIPERS BEFORE THIS TIME, PLEASE CONTACT YOUR DEALER FOR FURTHER ASSISTANCE.",1FTEX1EP4MKE09240,2023-03-06 23:51:30.231413
Yes,Incomplete,ENGINE COVER MODIFICATION,12V353000,2012-07-26,"FORD MOTOR COMPANY IS RECALLING CERTAIN MODEL YEAR 2001 THROUGH 2004 ESCAPE VEHICLES EQUIPPED WITH 3.0L V6 ENGINES AND SPEED CONTROL MANUFACTURED FROM OCTOBER 22, 1999, THROUGH JANUARY 23, 2004.  INADEQUATE CLEARANCE BETWEEN THE ENGINE COVER AND THE SPEED CONTROL CABLE CONNECTOR COULD RESULT IN A STUCK THROTTLE WHEN THE ACCELERATOR PEDAL IS FULLY OR ALMOST-FULLY DEPRESSED.  THIS RISK EXISTS REGARDLESS OF WHETHER OR NOT SPEED CONTROL (CRUISE CONTROL) IS USED.","A STUCK THROTTLE MAY RESULT IN VERY HIGH VEHICLE SPEEDS AND MAKE IT DIFFICULT TO STOP OR SLOW THE VEHICLE, WHICH COULD CAUSE A CRASH, SERIOUS INJURY OR DEATH.","FORD WILL NOTIFY OWNERS, AND DEALERS WILL REPAIR THE VEHICLES BY INCREASING THE ENGINE COVER CLEARANCE, FREE OF CHARGE.  THE SAFETY RECALL BEGAN AUGUST 3, 2012.  REMEDY PARTS ARE EXPECTED TO BE AVAILABLE IN MID-AUGUST 2012.  UNTIL THEN DEALERS WILL DISCONNECT THE SPEED CONTROL CABLE AS AN INTERIM REMEDY, IF PARTS ARE NOT AVAILABLE AT THE TIME OF AN OWNER'S SERVICE APPOINTMENT.  OWNERS MAY CONTACT FORD AT 1-866-436-7332.",1FMYU03143KA50142,2023-03-06 23:51:31.240786
No,,,,,,,,1FMJU1KT0JEA05060,2023-03-06 23:51:31.259003
No,,,,,,,,1FAFP40491F186593,2023-03-06 23:51:31.249978
No,,,,,,,,2FTPX18LXYCA61441,2023-03-06 23:51:31.549139
Yes,Incomplete,REAR VIEW CAMERA IMPROPER FUNCTION - PARTS AVAILABILITY VARIES BASED ON MODEL,20V575,2020-09-23,"ON YOUR VEHICLE, THE REAR VIEW CAMERA COULD INTERMITTENTLY DISPLAY A BLANK OR DISTORTED IMAGE.",A REAR VIEW CAMERA A REAR VIEW CAMERA THAT INTERMITTENTLY DISPLAYS A BLANK OR DISTORTED IMAGE MAY REDUCE THE DRIVER S VIEW OF WHAT IS BEHIND THE VEHICLE INCREASING THE RISK OF A CRASH.,PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE REAR VIEW CAMERA FREE OF CHARGE (PARTS AND LABOR).,1FAFP42X52F116663,2023-03-06 23:51:31.552004
Yes,,,,,,,,1FTEW1E40LFB38953,2023-03-06 23:51:31.566960
No,,,,,,,,1FTEW1E56JFB62339,2023-03-06 23:51:31.571050
No,,,,,,,,1FTFW1CV2AFB33685,2023-03-06 23:51:31.569760
No,,,,,,,,1FMZU63K15UB41683,2023-03-06 23:51:31.572760
No,,,,,,,,1fmdu34x2pub85276,2023-03-06 23:51:31.825982
No,,,,,,,,1FADP3F26DL276927,2023-03-06 23:51:31.833719
No,,,,,,,,1FTFW1EF9BKD25118,2023-03-06 23:51:31.844336
Yes,Incomplete,SPEED CONTROL SYSTEM MODIFICATION,05V017000,2005-01-27,"ON CERTAIN SPORT UTILITY VEHICLES AND PICKUP TRUCKS, THE SPEED CONTROL DEACTIVATION SWITCH MAY OVERHEAT, SMOKE, OR BURN.",THIS CONDITION COULD LEAD TO A FIRE.  FIRES HAVE OCCURRED WHILE THE VEHICLES WERE PARKED WITH THE IGNITION 'OFF.',"AS AN INTERIM REPAIR, OWNERS WILL BE INSTRUCTED TO RETURN THEIR VEHICLES TO THEIR DEALERS TO HAVE THE SPEED CONTROL DEACTIVATION SWITCH DISCONNECTED.  AS SOON AS REPLACEMENT PARTS ARE AVAILABLE (EARLY APRIL 2005), OWNERS WILL BE INSTRUCTED TO RETURN TO THE DEALERS FOR INSTALLATION OF A NEW SWITCH FREE OF CHARGE.  OWNERS MAY CONTACT FORD AT 1-866-436-7332.  (NOTE:  ALSO SEE RECALLS 05V388 AND 06V286)",1FTRX17L11NA12767,2023-03-06 23:51:32.757149
No,,,,,,,,1FMCU9DG7CKA33613,2023-03-06 23:51:32.821612
Yes,Incomplete,SPEED CONTROL SYSTEM MODIFICATION,05V017000,2005-01-27,"ON CERTAIN SPORT UTILITY VEHICLES AND PICKUP TRUCKS, THE SPEED CONTROL DEACTIVATION SWITCH MAY OVERHEAT, SMOKE, OR BURN.",THIS CONDITION COULD LEAD TO A FIRE.  FIRES HAVE OCCURRED WHILE THE VEHICLES WERE PARKED WITH THE IGNITION 'OFF.',"AS AN INTERIM REPAIR, OWNERS WILL BE INSTRUCTED TO RETURN THEIR VEHICLES TO THEIR DEALERS TO HAVE THE SPEED CONTROL DEACTIVATION SWITCH DISCONNECTED.  AS SOON AS REPLACEMENT PARTS ARE AVAILABLE (EARLY APRIL 2005), OWNERS WILL BE INSTRUCTED TO RETURN TO THE DEALERS FOR INSTALLATION OF A NEW SWITCH FREE OF CHARGE.  OWNERS MAY CONTACT FORD AT 1-866-436-7332.  (NOTE:  ALSO SEE RECALLS 05V388 AND 06V286)",1FMYU60X7YUA85247,2023-03-06 23:51:32.843750
Yes,Incomplete,DRIVER SEAT RECLINER BOLT,03V281000,2003-08-05,"ON CERTAIN SPORT UTILITY VEHICLES EQUIPPED WITH HIGH BACK SEATS, THE UPPER BOLT ON THE DRIVER'S SIDE HIGH BACK SEAT, THAT ATTACHES THE SEAT RECLINER MECHANISM TO THE SEAT BACK FRAME, COULD FRACTURE.  IF THE BOLT FRACTURES AND DOES NOT JAM IN THE SEAT BACK FRAME, THE SEAT BACK MAY RECLINE UNTIL IT MAKES CONTACT WITH AN OBJECT BEHIND THE SEAT, SUCH AS THE SECOND ROW SEAT CUSHION.","THE DRIVER COULD POTENTIALLY LOSE CONTACT WITH THE STEERING WHEEL OR FOOT PEDALS DURING SUCH AN EVENT, INCREASING THE RISK OF A CRASH.","DEALERS WILL REPLACE THE DRIVER SEAT UPPER BOLT WITH A METAL SPACER AND BOLT.  IN ADDITION, SEATS WITH TUBULAR BACK FRAMES WILL HAVE THE FULLY THREADED LOWER RECLINER BOLT REPLACED WITH A PARTIALLY THREADED BOLT.  OWNER NOTIFICATION BEGAN ON AUGUST 29, 2003.    OWNERS SHOULD CONTACT FORD AT 1-866-436-7332.",1FMYU60X7YUA85247,2023-03-06 23:51:32.846493
No,,,,,,,,1fafp40411f218243,2023-03-06 23:51:33.107912
No,,,,,,,,1FTYR44U74PA13001,2023-03-06 23:51:33.118403
Yes,Incomplete,PASSENGER AIRBAG INFLATOR INSPECTION,23V125,2023-02-27,"IN SOME OF THE AFFECTED VEHICLES, THE REPLACEMENT FRONTAL PASSENGER AIRBAG INFLATOR MAY HAVE BEEN INSTALLED IN THE INCORRECT ORIENTATION UNDER FIELD SERVICE ACTION FSA 17S42 OR 18S02.","IF A PREVIOUSLY REMEDIED VEHICLE HAS A PASSENGER AIRBAG INFLATOR THAT WAS MIS-INSTALLED AND IS IN A CRASH EVENT NECESSITATING DEPLOYMENT OF THE PASSENGER AIRBAG, THE AIRBAG MAY NOT DEPLOY AS INTENDED, INCREASING THE RISK OF INJURY.",OWNERS OF RECORD WILL BE NOTIFIED VIA FIRST-CLASS MAIL AFTER REPAIR INSTRUCTIONS AND PARTS ORDERING INFORMATION HAVE BEEN PROVIDED TO DEALERS.,1FTYR10U04PA18044,2023-03-06 23:51:33.123519
No,,,,,,,,1FTEW1CP6GKF19698,2023-03-06 23:51:33.137325
No,,,,,,,,1ftrf12298kc46698,2023-03-06 23:51:33.143924
No,,,,,,,,1FTYR14U2WPA16261,2023-03-06 23:51:33.155158
No,,,,,,,,1FTPX14V78FA67970,2023-03-06 23:51:33.438872
No,,,,,,,,1FTDX18W0VNC21586,2023-03-06 23:51:33.445949
No,,,,,,,,1FTPW12V68FB66737,2023-03-06 23:51:33.464171
No,,,,,,,,1FTMF1CM2EKF94140,2023-03-06 23:51:34.506049
Yes,,,,,,,,1FM5K8GT9GGD01880,2023-03-06 23:51:34.508869
No,,,,,,,,1FMPU16L74LA72467,2023-03-06 23:51:34.512882
No,,,,,,,,1FAFP42XX2F148153,2023-03-06 23:51:34.809859
No,,,,,,,,1FTRX17W73NB28164,2023-03-06 23:51:34.828046
Yes,,,,,,,,1FTCR15X0TPA31453,2023-03-06 23:51:34.835413
No,,,,,,,,1FM5K8D82EGA65666,2023-03-06 23:51:34.836863
No,,,,,,,,1FAFP38Z05W293919,2023-03-06 23:51:34.852509
No,,,,,,,,1FALP45T5RF150026,2023-03-06 23:51:34.881345
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU0HX6DUC76339,2023-03-06 23:51:35.113893
No,,,,,,,,1FATP8UH6L5111978,2023-03-06 23:51:35.119458
No,,,,,,,,1fafp40442f106389,2023-03-06 23:51:35.163756
No,,,,,,,,1FAFP4044YF294226,2023-03-06 23:51:36.027011
No,,,,,,,,1FAFP44634F197346,2023-03-06 23:51:36.066258
No,,,,,,,,1FTPX14597FB47849,2023-03-06 23:51:36.072858
No,,,,,,,,1FALP4046VF124786,2023-03-06 23:51:36.371529
No,,,,,,,,1FAHP3K20CL375345,2023-03-06 23:51:36.377297
Yes,Incomplete,LUGGAGE COMPARTMENT LID WIRING INSPECTION AND REAR VIEW CAMERA IMPROPER FUNCTION,22V082,2022-02-16,"ON YOUR VEHICLE, THE REAR VIEW CAMERA COULD INTERMITTENTLY DISPLAY A BLANK OR DISTORTED IMAGE.",".A REAR VIEW CAMERA THAT INTERMITTENTLY DISPLAYS A BLANK OR DISTORTED IMAGE MAY REDUCE THE DRIVERS VIEW OF WHAT IS BEHIND THE VEHICLE, INCREASING THE RISK OF A CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE FOR ALL MY2016-2017 AND A LIMITED NUMBER OF MY2015 2015MY OWNERS WILL RECEIVE A PARTS AVAILABLE OWNER LETTER ADVISING THEM TO SCHEDULE A SERVICE APPOINTMENT. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSPECT AND REPAIR THE LUGGAGE COMPARTMENT LID WIRING HARNESS AS NECESSARY FREE OF CHARGE PARTS AND LABOR.,1fa6p8cf2f5369612,2023-03-06 23:51:36.404685
Yes,Incomplete,BRAKE STOP LAMPS REMAIN ON,22V011,2022-01-13,"THE BRAKE PEDAL STOP BUMPER ON SOME VEHICLES MAY DISINTEGRATE AND FALL OFF IN CERTAIN HIGH TEMPERATURE, HIGH HUMIDITY, AND HIGH SALINITY ENVIRONMENTS.","A MISSING BRAKE PEDAL STOP BUMPER WILL RESULT IN THE BRAKE STOP LAMPS REMAINING ON CONTINUOUSLY, EVEN WHEN THE BRAKE PEDAL IS NOT APPLIED, WHICH MAY CONFUSE OTHER DRIVERS AND INCREASE THE RISK OF A CRASH. ON AUTOMATIC TRANSMISSION VEHICLES, A MISSING BRAKE PEDAL BUMPER COULD ALLOW THE TRANSMISSION TO BE SHIFTED OUT OF THE PARK POSITION WITHOUT DEPRESSING THE BRAKE, WHICH MAY RESULT IN A VEHICLE ROLLAWAY, INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE BRAKE PEDAL BUMPER FREE OF CHARGE PARTS AND LABOR.,1fa6p8cf2f5369612,2023-03-06 23:51:36.407392
Yes,Incomplete,DOOR LATCH REPEAT REPAIR,20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU",1fa6p8cf2f5369612,2023-03-06 23:51:36.410527
No,,,,,,,,1Zvht80n685184652,2023-03-06 23:51:36.414706
No,,,,,,,,1FTEW1EP6HFB64927,2023-03-06 23:51:36.421985
No,,,,,,,,1ZVBP8AN8A5156723,2023-03-06 23:51:36.424812
Yes,Incomplete,CLOCKSPRING TO DRIVER SIDE FRONTAL AIR BAG WIRE HARNESS REPLACEMENT,11V107000,2011-02-23,"FORD IS RECALLING CERTAIN MODEL YEAR 2004-2006 F-150 PICK UP TRUCKS AS WELL AS CERTAIN MODEL YEAR 2006 LINCOLN MARK LT VEHICLES. IF THE CLOCKSPRING JUMPER WIRE COMES IN CONTACT WITH THE DRIVER SIDE FRONTAL AIR BAG LOWER HORN PLATE, THE WIRE INSULATION MAY BECOME CHAFED, CREATING A POTENTIAL FOR A SHORT CIRCUIT.  IF THIS OCCURS THE AIR BAG WARNING LAMP MAY ILLUMINATE INDICATING THAT SERVICE IS REQUIRED.",THE DRIVER SIDE FRONTAL AIR BAG COULD INADVERTENTLY DEPLOY INCREASING THE RISK OF INJURY OR LOSS OF VEHICLE CONTROL IF OCCURRING WHILE IN MOTION.,"FORD WILL NOTIFY OWNERS AND INSTRUCT THEM TO TAKE THEIR VEHICLES TO A FORD OR LINCOLN/MERCURY DEALER TO HAVE A NEW CLOCKSPRING JUMPER WIRE INSTALLED THAT INCORPORATES A PROTECTIVE MESH COVER.  REPAIRS WILL BE PERFORMED FREE OF CHARGE.  THIS SAFETY RECALL BEGAN ON SOME VEHICLES IN MARCH 2011.  THE RECALL CAMPAIGN ON THE EXPANDED POPULATION IS EXPECTED TO BEGIN ON OR ABOUT MAY 9, 2011.   OWNERS MAY CONTACT THE FORD MOTOR COMPANY CUSTOMER RELATIONSHIP CENTER AT 1-866-436-7332.",1FTPW14535KC58680,2023-03-06 23:51:36.683203
Yes,Incomplete,BRAKE BOOSTER VACUUM HOSE REPLACEMENT,08V208000,2008-05-07,"FORD IS RECALLING 605,684 MY 2005-2006 F-150 AND LINCOLN MARK LT VEHICLES EQUIPPED WITH 5.4L 3-VALVE ENGINES.  THE BRAKE BOOSTER VACUUM SUPPLY HOSE ATTACHED TO THE INTAKE MANIFOLD FITTING MAY SWELL OVER TIME AND LOSE RETENTION FORCE.  THIS CONDITION COULD ALLOW THE HOSE TO BECOME DETACHED FROM THE FITTING DURING AN INTAKE MANIFOLD BACKFIRE.  SHOULD THE HOSE DETACH FROM THE INTAKE MANIFOLD, SEVERAL BRAKE APPLICATIONS WITH POWER ASSIST WILL BE AVAILABLE BEFORE THE VACUUM RESERVE IS DEPLETED.","ONCE THE BRAKE BOOSTER VACUUM RESERVE IS DEPLETED, THE DRIVER WILL HAVE FOUNDATION BRAKE FUNCTION, BUT WITH INCREASED BRAKE PEDAL EFFORT.  REDUCED VEHICLE BRAKING COULD LEAD TO A CRASH.","DEALERS WILL REPLACE A RUBBER HOSE ON THE BRAKE BOOSTER VACUUM SUPPLY TUBE ASSEMBLY.  THE RECALL BEGAN ON JUNE 27, 2008.  OWNERS MAY CONTACT FORD AT 1-866-436-7332.",1FTPW14535KC58680,2023-03-06 23:51:36.684437
No,,,,,,,,1FTFW1E53JKC55315,2023-03-06 23:51:36.692381
No,,,,,,,,1FTYR14U52PA39740,2023-03-06 23:51:36.731936
No,,,,,,,,1FM5K8AR4JGB67929,2023-03-06 23:51:37.582589
Yes,Incomplete,6R80 SUDDEN TRANSMISSION DOWNSHIFT POWERTRAIN CONTROL MODULE PROGRAMMING,19V075,2019-02-12,"ON YOUR VEHICLE, AN INTERMITTENT FAILURE OF THE OUTPUT SPEED SENSOR (OSS) IN THE TRANSMISSION MAY RESULT IN AN UNINTENDED DOWNSHIFT TO FIRST GEAR.","AN UNINTENDED DOWNSHIFT INTO FIRST GEAR CAN CAUSE AN ABRUPT WHEEL SPEED REDUCTION, WHICH COULD CAUSE THE REAR TIRES TO SLIDE UNTIL THE VEHICLE SPEED SLOWS DOWN. THIS CONDITION COULD RESULT IN A LOSS OF VEHICLE CONTROL, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPROGRAM THE POWERTRAIN CONTROL MODULE WITH SOFTWARE THAT WILL PREVENT AN UNINTENDED DOWNSHIFT INTO FIRST GEAR IN THE EVENT OF AN INTERMITTENT OSS FAILURE. THIS SERVICE WILL BE PERFORMED FREE OF CHARGE (PARTS AND LABOR). F-150 3.5L, 5.0L, AND 6.2L VEHICLES: FORD MOTOR COMPANY IS WORKING AS QUICKLY AS POSSIBLE TO DEVELOP THE SOFTWARE FOR THIS REPAIR. WHEN THE SOFTWARE BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE (PARTS AND LABOR). THE SOFTWARE IS ANTICIPATED TO BE AVAILABLE BY LATE 2ND QUARTER, 2019.",1FTFW1EF4DKE01783,2023-03-06 23:51:37.610525
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU0F70HUC14721,2023-03-06 23:51:37.625556
No,,,,,,,,1FAFP42X64F113421,2023-03-06 23:51:37.965844
Yes,Incomplete,PASSENGER AIRBAG INFLATOR REPLACEMENT PARTS ARE READILY AVAILABLE,19V001,2019-01-28,THE PASSENGER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE PASSENGER AIRBAG.,"IF AN INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE PASSENGER OR OTHER OCCUPANTS, CAUSING SERIOUS INJURY OR DEATH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. DEALERS WILL REPLACE THE PASSENGER AIRBAG INFLATOR FREE OF CHARGE.,1FAHP3M27CL332487,2023-03-06 23:51:37.973099
Yes,Incomplete,PASSENGER AIRBAG INFLATOR REPLACEMENT PARTS ARE READILY AVAILABLE,19V001,2019-01-28,THE PASSENGER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE PASSENGER AIRBAG.,"IF AN INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE PASSENGER OR OTHER OCCUPANTS, CAUSING SERIOUS INJURY OR DEATH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. DEALERS WILL REPLACE THE PASSENGER AIRBAG INFLATOR FREE OF CHARGE.,1ZVBP8AM4D5262727,2023-03-06 23:51:37.975616
No,,,,,,,,1FAHP363X3W289557,2023-03-06 23:51:37.993563
