vim_id,cspCount,name_of_description,fsa_number,time_stamp
1ftpw14v69fa18246,,,,2023-03-06 23:52:02.688809
1FTEW1E88FFB01950,1,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:02.707961
1ZVFT80N055233928,,,,2023-03-06 23:52:03.070585
1FTRW07663KA17331,,,,2023-03-06 23:52:03.271309
1FTPX12565NA41560,,,,2023-03-06 23:52:04.015742
1FTDX18W4VNC44806,,,,2023-03-06 23:52:04.198121
1FTPW12V76FA70838,,,,2023-03-06 23:52:04.706277
1FMCU02Z28KB50099,,,,2023-03-06 23:52:05.177806
1FTPW14547KB38518,,,,2023-03-06 23:52:05.236149
1FMDU34X1RUE57982,,,,2023-03-06 23:52:06.401831
1FTFW1EF8FFC55173,3,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:06.651181
1FTFW1EF8FFC55173,3,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:52:06.653499
1FTFW1EF8FFC55173,3,DOOR LATCH REPAIR ENHANCEMENTS FOR VEHICLES IN 18N03 WITH COMPLETED REPAIRS,19N02,2023-03-06 23:52:06.655680
1FAHP34P0YW198603,,,,2023-03-06 23:52:06.978208
1ZVBP8EM0E5233415,,,,2023-03-06 23:52:07.031096
1FMEU75848UA64589,1,EASY FUEL CAPLESS FUEL FILL PIPE EXTENDED WARRANTY,13N01,2023-03-06 23:52:07.185510
1FMCU9J98JUC99729,,,,2023-03-06 23:52:07.298399
1FADP3K25EL411175,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:52:07.346642
1FADP3K25EL411175,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:52:07.348957
1FMCU03148KA91761,,,,2023-03-06 23:52:08.633280
1ZVBP8AM6B5135233,,,,2023-03-06 23:52:08.747607
1FTPW12V68FB89466,,,,2023-03-06 23:52:09.040488
1ZVHT82H275241645,,,,2023-03-06 23:52:09.193129
1FADP3K27FL378519,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:52:09.368941
1FADP3K27FL378519,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:52:09.371229
1fm5k7b88ggb44162,1,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:52:09.729911
1FM5K8B81DGC08933,1,DOOR LATCH,19N09,2023-03-06 23:52:09.827990
1ftrx18l4xnb16953,,,,2023-03-06 23:52:09.984389
2FTEF15N5NCA78174,,,,2023-03-06 23:52:12.384706
1FMZU34X3WZA94962,,,,2023-03-06 23:52:12.981773
1FTEX1EV6AFA63985,,,,2023-03-06 23:52:13.210481
1FTEW1EG9KFD04797,,,,2023-03-06 23:52:13.212537
1FTDF14E2CRA27101,,,,2023-03-06 23:52:14.280300
1FM5K8B87GGC62967,1,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:52:14.641715
1FM5K8GT7DGB53059,2,DOOR LATCH,19N09,2023-03-06 23:52:14.727462
1FM5K8GT7DGB53059,2,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:52:14.729838
1FTPW14544KB84202,,,,2023-03-06 23:52:15.346039
1FMRU15W14LB86825,,,,2023-03-06 23:52:15.620194
1FTFW1E81MKD73104,1,UNINTENDED TAILGATE OPENING,21M08,2023-03-06 23:52:16.009488
1FALP404XTF211636,,,,2023-03-06 23:52:16.587498
1FTEW1CP6JKD31996,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:16.665977
1FTEW1CP6JKD31996,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:52:16.668121
1FTFW1ET0EFB71207,,,,2023-03-06 23:52:16.930647
1FAFP4449YF268134,,,,2023-03-06 23:52:17.321465
1FMCU03188KC32380,,,,2023-03-06 23:52:17.558146
1FTYR10V9XTA11727,,,,2023-03-06 23:52:17.864967
1FTEX1CM8BFB75540,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:52:18.272007
1FMCU0GD0HUD65689,1,ONE TIME REPAIR FOR VEHICLES INCLUDED IN 19B37,21N12,2023-03-06 23:52:18.920389
1FMDU34X2VZA42585,,,,2023-03-06 23:52:19.333476
1FMYU04192KB46510,,,,2023-03-06 23:52:19.452016
1ftfw1ct2dke17960,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:52:19.515749
1FTPX14574NB74517,,,,2023-03-06 23:52:20.475691
1FTEX14NXNKB30652,,,,2023-03-06 23:52:20.734445
1FMCU0DG8AKC89820,,,,2023-03-06 23:52:20.744436
1fafp42x71f129008,,,,2023-03-06 23:52:20.985797
1FALP42X0TF112167,,,,2023-03-06 23:52:21.437268
1FM5K7DH1JGC91833,2,TRANSMISSION EXTENDED WARRANTY COVERAGE,20N07,2023-03-06 23:52:21.467721
1FM5K7DH1JGC91833,2,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:52:21.470045
1fmzu73e62zc37632,,,,2023-03-06 23:52:22.176691
1FTFW1ET0DFB89205,,,,2023-03-06 23:52:22.186906
1fm5k7b85ega90400,2,FRONT DOOR TRIM PANEL REPAIR,17N04,2023-03-06 23:52:22.734403
1fm5k7b85ega90400,2,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:52:22.736767
1FMCU9J90DUA51270,1,EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS,14N02,2023-03-06 23:52:23.455244
1FTEW1EG8HKE54626,5,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:52:24.161484
1FTEW1EG8HKE54626,5,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:52:24.163778
1FTEW1EG8HKE54626,5,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:24.165952
1FTEW1EG8HKE54626,5,CALIFORNIA EMISSION WARRANTY PARTS COVERAGE,18L02,2023-03-06 23:52:24.167965
1FTEW1EG8HKE54626,5,CALIFORNIA EMISSION WARRANTY PARTS COVERAGE,18M02,2023-03-06 23:52:24.169931
1FAHP3K26CL428338,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:52:24.276048
1FTFW1EG5JKF06854,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:24.386670
1FTFW1EG5JKF06854,2,DOOR LATCH FREEZING CONCERNS,19N06,2023-03-06 23:52:24.389270
1FAFP42X2XF112870,,,,2023-03-06 23:52:24.820128
1FMPU18L2wla28442,,,,2023-03-06 23:52:25.375534
1FTEF14N2GNA44272,,,,2023-03-06 23:52:25.750753
1FMRU1766WLC42709,,,,2023-03-06 23:52:26.107085
1FAFP34N16W118227,,,,2023-03-06 23:52:26.301689
1FAHP3H2XCL374193,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:52:27.028556
1FTCR14UXPTA15457,,,,2023-03-06 23:52:27.386125
1FTFW1EF1DFA30493,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:52:27.799548
1FADP3K27EL165388,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:52:28.114544
1FADP3K27EL165388,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:52:28.115286
1FMDU85P51ZA00238,,,,2023-03-06 23:52:28.358523
1FTEW1EG8FFB22675,3,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:52:29.115358
1FTEW1EG8FFB22675,3,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:52:29.116100
1FTEW1EG8FFB22675,3,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:29.116781
1FTPW14V59FB34084,,,,2023-03-06 23:52:29.359136
1FMCU0GX5DUC08857,1,EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS,14N02,2023-03-06 23:52:30.124367
1FTFW1EF7BKE02861,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:52:31.123129
1FTEW1EFXGFD53361,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:31.134089
1FTEW1EFXGFD53361,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:52:31.136233
1FAHP3F28CL342278,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:52:31.840153
1FTMF1EF9DFD95690,,,,2023-03-06 23:52:32.665038
1FTPX14V38KD34867,,,,2023-03-06 23:52:32.666340
1zvbp8am1d5259607,1,CLEAR PERMANENT DTC P0315,17N01,2023-03-06 23:52:32.699063
1ZVBP8AN6a5130539,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:52:33.889138
1FTFW1R68CFA65850,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:52:33.889959
1ZVFT80N655150584,,,,2023-03-06 23:52:33.905015
1FTEW1EG4FFC96680,2,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:52:34.234971
1FTEW1EG4FFC96680,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:34.237164
1FTMF1EW3AKA21370,,,,2023-03-06 23:52:34.501788
1FMZU72K04UB71733,,,,2023-03-06 23:52:34.813648
1FA6P8CF3K5184883,,,,2023-03-06 23:52:35.200191
1FABP44E8KF236094,,,,2023-03-06 23:52:35.423155
1fmpu15lx3la68400,,,,2023-03-06 23:52:36.448114
1FTYR10U66PA25180,,,,2023-03-06 23:52:36.788405
1FTEW1EF2GFB24530,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:36.798909
1FTEW1EF2GFB24530,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:52:36.799540
1FMCU94195KB84466,,,,2023-03-06 23:52:37.025495
1FTFW1CF3EKE78973,,,,2023-03-06 23:52:37.177949
1FTFW1EF9BFA44803,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:52:37.381652
1FTEW1EG6GFD32631,1,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:37.763210
1FTCR11X8RPA27696,,,,2023-03-06 23:52:37.819071
1FADP3K21FL304867,,,,2023-03-06 23:52:39.600217
1ZVFT82H665254534,,,,2023-03-06 23:52:39.598156
1FA6P8CF5J5117443,,,,2023-03-06 23:52:39.695317
1FMZU73K13ZB25585,,,,2023-03-06 23:52:39.928652
1FTEX1E81AFA35053,,,,2023-03-06 23:52:40.658229
1FTRW08663KC83754,,,,2023-03-06 23:52:40.834227
1FMPU16L83LA20022,,,,2023-03-06 23:52:41.180513
1fmcu9gxxgua67325,,,,2023-03-06 23:52:43.018482
1FMZU73KX5UB63008,,,,2023-03-06 23:52:43.448183
1FAHP3F27CL470625,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:52:43.592792
1ZVBP8CH0A5160644,,,,2023-03-06 23:52:44.532976
1FTEW1CPXFKF21811,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:45.582101
1FTEW1CPXFKF21811,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:52:45.585496
1FTPX14546NA20060,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:45.591172
1FTPX14546NA20060,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:52:45.593870
1FM5K8FH1JGB95946,3,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:52:45.602813
1FM5K8FH1JGB95946,3,ROOF RACK TRIM DETACHMENT,20N11,2023-03-06 23:52:45.605005
1FM5K8FH1JGB95946,3,TRANSMISSION EXTENDED WARRANTY COVERAGE,20N07,2023-03-06 23:52:45.607074
1FTZX18W6WNC22877,,,,2023-03-06 23:52:46.321975
1FMCU03709KC99870,1,ELECTRONIC THROTTLE BODY EXTENDED COVERAGE,13N03,2023-03-06 23:52:46.718300
1FTFW1ET6DKD95698,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:52:46.925612
1FMJK1H53BEF21929,,,,2023-03-06 23:52:47.281607
1FADP3F28HL337720,,,,2023-03-06 23:52:48.609225
1fafp40472f126409,,,,2023-03-06 23:52:50.145379
1FAHP34N87W243025,,,,2023-03-06 23:52:50.651088
1FTRF07223KD41762,,,,2023-03-06 23:52:51.059502
1FMZU73K03ZA25445,,,,2023-03-06 23:52:51.129043
1FTPX12516FA89365,,,,2023-03-06 23:52:53.143533
1FTYR10D26PA27699,,,,2023-03-06 23:52:53.144808
1FMYU60E43UC11331,,,,2023-03-06 23:52:53.447775
1FMZU67K54UB10624,,,,2023-03-06 23:52:53.946056
1FTFW1CT9EFA23706,,,,2023-03-06 23:52:54.780640
1FTEX14HXNKb90179,,,,2023-03-06 23:52:54.816067
1FTEX1EP3JKD14938,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:52:56.279987
1FTEX1EP3JKD14938,2,DOOR LATCH REPAIR ENHANCEMENTS FOR VEHICLES IN 18N03 WITH COMPLETED REPAIRS,19N02,2023-03-06 23:52:56.280787
1FAHP3M29CL479636,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:52:56.398364
1FTRF17W72NA95670,,,,2023-03-06 23:52:57.198677
1FTRX18W5XNB50989,,,,2023-03-06 23:52:57.276891
1FAFP40452F217145,,,,2023-03-06 23:52:57.570947
1ZVFT82Hx75255431,,,,2023-03-06 23:52:58.267108
1FMCU9DG1AKD20779,,,,2023-03-06 23:52:58.461460
3FAFP37353R185860,,,,2023-03-06 23:52:59.192669
1FTPW12V28FA12798,,,,2023-03-06 23:52:59.903607
1ftew1c88afc68868,,,,2023-03-06 23:53:00.269527
1ftfw1ed9nfa66965,,,,2023-03-06 23:53:00.817383
1ZVHT80N865110789,,,,2023-03-06 23:53:01.027662
1FA6P8TD3L5135828,,,,2023-03-06 23:53:01.375128
1FTEW1CG0JFB99763,3,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:02.271884
1FTEW1CG0JFB99763,3,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:53:02.274361
1FTEW1CG0JFB99763,3,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:02.276611
1FTFW1ET6BFB83826,2,ELECTRIC VACUUM PUMP EXTENDED REPAIR,15N05,2023-03-06 23:53:02.954296
1FTFW1ET6BFB83826,2,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:02.955110
1ZVBP8AM7E5217217,,,,2023-03-06 23:53:03.288212
1ftew1cm0dfb23390,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:04.034666
1fmeu74e26ub05600,,,,2023-03-06 23:53:04.430541
1FA6P8AM2H5324366,,,,2023-03-06 23:53:04.851997
1FMYU02Z16KC50584,,,,2023-03-06 23:53:04.947190
1FTPW12594KD84916,,,,2023-03-06 23:53:05.756199
1FMZU63K32UD31609,,,,2023-03-06 23:53:06.740395
1FTFW1EFXDKF66964,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:07.030497
1FTRX18L8YKB23973,,,,2023-03-06 23:53:07.541464
1ZVBP8EM2E5271812,1,CLEAR PERMANENT DTC P0315,17N01,2023-03-06 23:53:07.647512
1FTPX12586NA05015,,,,2023-03-06 23:53:07.902293
1FMYU04132KC82549,,,,2023-03-06 23:53:08.190833
1FMPU15516LB00639,,,,2023-03-06 23:53:08.199692
1FTYR44U14PB05544,,,,2023-03-06 23:53:08.246927
1FMJU1JT5MEA01639,,,,2023-03-06 23:53:08.322445
1FADP3FE1JL331709,,,,2023-03-06 23:53:09.036285
1FTER1FHXKLA46595,,,,2023-03-06 23:53:09.075915
1FTRF12W45KC56716,,,,2023-03-06 23:53:09.365682
1faFp34n57w122766,,,,2023-03-06 23:53:09.418263
1FTFW1E59JKF24675,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:09.607334
1FTFW1E59JKF24675,2,DOOR LATCH FREEZING CONCERNS,19N06,2023-03-06 23:53:09.609713
1FADP3F2XGL279592,,,,2023-03-06 23:53:09.756636
1FTDF15Y2SNA61070,,,,2023-03-06 23:53:09.976790
1FMPU18L9WLA82305,,,,2023-03-06 23:53:10.251973
1FADP3K21FL222296,1,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:53:10.853500
1FTFW1E58KKD61132,,,,2023-03-06 23:53:10.895545
1FTCR10A6NTA27792,,,,2023-03-06 23:53:11.362224
1FTEW1CF5GKE16800,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:11.391485
1FTEW1CF5GKE16800,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:11.393797
1FMZU73K53ZA74396,,,,2023-03-06 23:53:12.155536
1FADP3K25JL312740,,,,2023-03-06 23:53:12.262908
1FAFP4448XF189908,,,,2023-03-06 23:53:12.281181
1ftex1c51jfa69258,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:12.322169
1ftex1c51jfa69258,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:12.324383
1FADP3K2XDL110822,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:12.389991
1FAFP363X3W226420,,,,2023-03-06 23:53:12.439736
1FMJU2AT5GEF31555,,,,2023-03-06 23:53:12.522689
1fmcu93108ke77842,,,,2023-03-06 23:53:13.003771
1FAFP34N15W250189,,,,2023-03-06 23:53:13.091023
1ZVHT80N985157185,,,,2023-03-06 23:53:13.589204
1FTCR14A1RPB98586,,,,2023-03-06 23:53:14.201720
1FMSK8DH3MGA93977,,,,2023-03-06 23:53:14.207231
1zvbp8cf3e5213647,,,,2023-03-06 23:53:14.210735
1FTFX1ETXEFC82389,,,,2023-03-06 23:53:14.316059
1FTCR10A9NUA09507,,,,2023-03-06 23:53:14.612285
1FMEU53837UA77565,,,,2023-03-06 23:53:14.669132
1FTER4FH7MLD93323,,,,2023-03-06 23:53:14.686897
1FMCU9J99DUC71488,1,EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS,14N02,2023-03-06 23:53:15.034866
1FMPU18LXXLA36869,,,,2023-03-06 23:53:15.171556
1FM5K7F86HGC23213,1,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:53:15.610242
1FAHP35N98W144701,,,,2023-03-06 23:53:15.657666
1FMCU93148KE78668,,,,2023-03-06 23:53:15.869564
1FMJK1HT3HEA01298,,,,2023-03-06 23:53:16.183590
1fafp34nx5w316531,,,,2023-03-06 23:53:16.184547
1FMJU1LT7FEF37721,,,,2023-03-06 23:53:16.186285
1FTFW1EF4DKE73776,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:16.790784
1FM5K8GC3MGB68030,1,REAR AXLE BOLT REPLACEMENT,22N06,2023-03-06 23:53:17.105413
1FAFP45X32F107665,1,REAR AXLE BOLT REPLACEMENT,22N06,2023-03-06 23:53:17.109424
1ZVFT82H965206641,,,,2023-03-06 23:53:17.414428
1FADP3K2XDL152200,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:17.621205
1Fmhk8d84cga78378,1,EPAS STEERING EFFORTS,15N01,2023-03-06 23:53:17.645643
1fahp3h25cl317268,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:17.919101
1FTDF15N6PKB50025,,,,2023-03-06 23:53:18.241755
1FMCU9J97LUC33675,1,VEHICLE EMISSIONS CONTROL INFORMATION LABEL UPDATE,22L05,2023-03-06 23:53:18.828105
1FTEW1E43KKE35897,,,,2023-03-06 23:53:19.167203
1FAHP3H25CL367703,,,,2023-03-06 23:53:19.165703
1FA6P8TH6H5225338,1,CALIFORNIA EMISSION WARRANTY PARTS COVERAGE,18L02,2023-03-06 23:53:19.175958
1FTEW1EP4MKD24496,1,UNINTENDED TAILGATE OPENING,21M08,2023-03-06 23:53:19.196914
1FTPW14524KD25865,,,,2023-03-06 23:53:19.362588
1FTFW1E56MFA78191,,,,2023-03-06 23:53:19.864427
1FTDR15X5RPB67400,,,,2023-03-06 23:53:20.064231
1ZVBP8AM5C5237625,,,,2023-03-06 23:53:20.097336
1FTEW1EG5HFB63249,5,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:20.359921
1FTEW1EG5HFB63249,5,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:20.362088
1FTEW1EG5HFB63249,5,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:53:20.364443
1FTEW1EG5HFB63249,5,CALIFORNIA EMISSION WARRANTY PARTS COVERAGE,18M02,2023-03-06 23:53:20.366655
1FTEW1EG5HFB63249,5,CALIFORNIA EMISSION WARRANTY PARTS COVERAGE,18L02,2023-03-06 23:53:20.368889
1FADP3K23DL305953,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:20.710242
1FMSK7DH7LGA80707,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:20.716231
1FMCU93106KC13338,,,,2023-03-06 23:53:20.721011
1FTEW1CM1BKD10027,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:20.787369
1FTYR10U92TA18919,,,,2023-03-06 23:53:20.811874
1ftpw14577kd20665,,,,2023-03-06 23:53:21.093730
1FAFP45X03F308439,,,,2023-03-06 23:53:21.135750
1FAFP38363W309405,,,,2023-03-06 23:53:21.315268
1ftpw14v29fa61286,,,,2023-03-06 23:53:21.326155
1FMDU64W85UB43510,,,,2023-03-06 23:53:21.587188
1FMZU64W82ZB70100,,,,2023-03-06 23:53:21.618039
1FAHP3N21CL402984,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:21.919493
1FTEW1C54JKE91941,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:22.266973
1FMHK7F85BGA88066,,,,2023-03-06 23:53:22.259094
1FTEW1C54JKE91941,2,DOOR LATCH FREEZING CONCERNS,19N06,2023-03-06 23:53:22.269338
1FMCU0G70FUA58546,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:22.278214
1FMCU0G70FUA58546,2,DOOR LATCH FREEZING CONCERNS,19N06,2023-03-06 23:53:22.280792
1FMZU73K64ZA15178,,,,2023-03-06 23:53:22.375849
1FMYU93175KD27678,,,,2023-03-06 23:53:22.443080
1FADP3N22DL196011,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:22.551521
1FMPU15526LA29435,,,,2023-03-06 23:53:22.847223
1FMEU17LXVLA15090,,,,2023-03-06 23:53:22.855545
1FTRW07613KA38815,,,,2023-03-06 23:53:22.850548
1FTZX17251KC04962,,,,2023-03-06 23:53:23.121712
1FMDU34X0SUB76133,,,,2023-03-06 23:53:23.126583
1ftzr45e05pa45950,,,,2023-03-06 23:53:23.484622
1FTPW12594KB97191,,,,2023-03-06 23:53:23.755159
1FTRW08LX2KD37884,,,,2023-03-06 23:53:23.765391
1FTDX1760VNA63784,,,,2023-03-06 23:53:23.769315
1fmsk8dh9lgb15382,,,,2023-03-06 23:53:24.065282
1FADP3F26DL315211,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:24.074827
1FADP3E24DL220499,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:24.081135
1FMZU73K83UA83722,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:24.375860
1ZVBP8AMXC5245042,,,,2023-03-06 23:53:24.384789
1FAHP3F20CL423677,,,,2023-03-06 23:53:24.387293
1FMZU73E24UC02702,,,,2023-03-06 23:53:24.782879
1FMCU22X9PUC54151,,,,2023-03-06 23:53:24.786855
1FTPW14555KE12404,,,,2023-03-06 23:53:24.954686
1fTEW1CG8FKE71703,3,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:25.288974
1fTEW1CG8FKE71703,3,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:53:25.289807
1fTEW1CG8FKE71703,3,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:25.290592
1FMYU93155KB08640,,,,2023-03-06 23:53:25.309319
1FAFP34P82W359701,,,,2023-03-06 23:53:25.329521
1FMFU20546LA57505,,,,2023-03-06 23:53:25.709131
1FTFW1ET8BFC25378,,,,2023-03-06 23:53:25.711942
1ZVFT82H165174672,,,,2023-03-06 23:53:25.715101
1FTZX17291NB04622,,,,2023-03-06 23:53:25.917976
1FTFW1ETXCFB65086,2,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:25.929909
1FTFW1ETXCFB65086,2,ELECTRIC VACUUM PUMP EXTENDED REPAIR,15N05,2023-03-06 23:53:25.931864
1FTFW1EFXBFC70414,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:25.990697
1FTFW1CT0DFC20469,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:26.248612
1FTFW1EF5CFA44461,1,MOLDED LEADFRAME EXTENDED COVERAGE,16N02,2023-03-06 23:53:26.346767
1FTFW1ET1EKF23170,,,,2023-03-06 23:53:26.571603
1FTRX14W88FB67657,,,,2023-03-06 23:53:26.888029
1ftpw14535fa30882,,,,2023-03-06 23:53:26.914136
1FTYR44U34PA00049,,,,2023-03-06 23:53:26.921422
1FMCU0GD9JUC19393,1,ONE TIME REPAIR FOR VEHICLES INCLUDED IN 19B37,21N12,2023-03-06 23:53:27.201966
1FMEU7DE9AUA75875,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:27.214705
1FTFW1ET6BFB36795,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:27.217068
1FMCU0GX0EUE41157,,,,2023-03-06 23:53:27.353449
1FTEW1EG4FFB56872,3,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:27.346863
1FTEW1EG4FFB56872,3,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:53:27.358628
1FTEW1EG4FFB56872,3,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:27.360972
