Open_Recalls,Recall_status,Name_of_Recall,Campaign_NHTSA,Date_of_recall_announcement,Brief_Description,Safety_Risk,Remedy,Vim_ID,Time_Stamp
Yes,complete,Unexpected Pull To One Side,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle.  If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii)  the vehicle is driven between the speeds of 41 and 60 MPH.  If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message.  If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash.  Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,1GNSKBKC1HR263697,2023-03-06 23:48:16.291856
Yes,complete,Increased Brake Pedal Effort,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,1GNSKBKC1HR263697,2023-03-06 23:48:16.294280
Yes,incomplete,Brake Assist Decreased Due To Vacuum Loss,,2019-04-10,"Some 2014 – 2018 model year GM vehicles may have a condition where customers may experience increased brake pedal effort, hard brake pedal, and/or potentially increased stopping distance. The condition is more prevalent at low speed when softly applying the brakes. The engine mounted mechanical vacuum pump output may decrease over time decreasing the amount of vacuum/power brake assist. Failure to follow recommended oil change intervals could contribute to this condition. The Driver’s Information Center, (DIC) “Service brake assist” alert will activate 2-5 minutes after the vacuum level drops, and a Diagnostic Trouble Code, (DTC) will also be set. Even where this condition occurs, the hydraulic brake system remains functional but may require additional pedal force.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the vacuum pump and vacuum pump belt.  The repairs will be made at no charge to the customer.,1GNSKBKC1HR263697,2023-03-06 23:48:16.296331
Yes,incomplete,Combi-Cooler Air Conditioner Refrigerant Leak,,2017-10-06,"Some 2015-2017 model year Cadillac Escalade, Escalade ESV, Chevrolet Suburban, Tahoe, GMC Yukon and Yukon XL vehicles, may have a condition where thermal cycling on the combination transmission fluid/oil and AC condenser cooler creates a crack that may allow refrigerant to escape. This condition consequently may deactivate the AC system which may cause potential customer annoyance.

This special coverage covers the condition described above for a period of 5 years or 60,000 miles (100,000 km) for Chevrolet Suburban, Tahoe, GMC Yukon and Yukon XL and 6 years or 72,000 miles (116,000 km) for Cadillac Escalade and Escalade ESV, whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to inspect the air conditioning condenser and replace if necessary.  The repairs will be made at no charge to the customer.,1GNSKBKC1HR263697,2023-03-06 23:48:16.298275
Yes,incomplete,Special Coverage N150643,,2001-01-01,"Some 2004-2009 model year Cadillac XLR and 2005-2013 model year Chevrolet Corvette vehicles, equipped with power seats, may have a condition where, the wire harness connector from the seat side airbag and buckle tensioner to the body has a design interference between the vertical adjust crossbar and the carpet.  When the seat is moved forward or back, the connector may be dragged along the carpet, pulling terminals loose or pulling the connector apart. This will cause a diagnostic trouble code to be set and the service airbag light will be illuminated.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1YS2DW7B5101395,2023-03-06 23:48:16.334349
Yes,complete,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,,2014-05-12,,,,1G1YS2DW7B5101395,2023-03-06 23:48:16.336921
Yes,incomplete,Special Coverage 14717,,2001-01-01,"On some 2005-2013 model year Chevrolet Corvette vehicles equipped with a manual transmission, the clutch system may fail if unapproved fluids are used to service the system or if a high-pressure pulse occurs during a clutch self-adjustment event. If the clutch system fails, the clutch pedal may not return if depressed. If the clutch pedal does not return, it may be possible to start the vehicle when the transmission is in any gear. This could result in unexpected vehicle movement when the engine is started.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1YS2DW7B5101395,2023-03-06 23:48:16.339035
Yes,incomplete,Fuel and Vapor Leaks due to cracks in the fuel pump module flange or leaks past the sender seal - 2007-2013 Chevrolet Corvette & 2007-2009 Cadillac XLR,,2016-07-22,"Some 2007 to 2009 model year XLR or 2007 to 2013 model year Corvette vehicles may have a condition where a fuel odor is detected, fuel droplets appear below the left-hand fuel tank with fuel gauge level above 1/2, or a malfunction indicator lamp illuminates due to a leak path in the left-hand fuel pump module flange.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the left hand fuel tank fuel pump module.  The repairs will be made at no charge to the customer.,1G1YS2DW7B5101395,2023-03-06 23:48:16.341055
Yes,incomplete,Special Coverage 14232,,2001-01-01,"Some 2012-2014 model year Buick Verano, 2011-2014 model year Chevrolet Cruze and Volt, 2010-2014 model year Chevrolet Equinox and GMC Terrain, and 2013-2014 model year Chevrolet Malibu vehicles may have increased friction in the steering system. This could cause the steering wheel to stick in the straight-ahead position after driving long distances on a straight highway. The steering wheel can be turned but it may require increased effort.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,2CNALDEW9A6327968,2023-03-06 23:48:16.395958
Yes,complete,2010-2011 Chevrolet Equinox with LAF -  GM to perform recall on the high pressure fuel pump,,2016-05-11,General Motors has decided to conduct a Voluntary Emission Recall involving certain 2010-2011 model year Chevrolet Equinox and GMC Terrain vehicles equipped with a 2.4L engine.  The engine mounted high pressure fuel pump in these vehicles may develop excessive wear on the plunger piston shaft and shaft seal.,If this happens fuel can leak into the engine oil crankcase and result in the engine running rough and illumination of the malfunction indicator lamp.,Dealers are to replace the high pressure fuel pump.,2CNALDEW9A6327968,2023-03-06 23:48:16.398576
Yes,complete,CARBON MONOXIDE EMISSIONS,,2015-02-04,,,,2CNALDEW9A6327968,2023-03-06 23:48:16.400662
Yes,incomplete,Special Coverage 12313,,2001-01-01,"Some 2010 and 2011 model year Buick LaCrosse, Chevrolet Equinox, and GMC Terrain vehicles; and 2011 model year Buick Regal vehicles, equipped with a 2.4L engine, the chrome layer on the balance chain pins may wear, allowing the chain to stretch. This would cause an engine noise, and if left untreated, could cause the chain to break, leading to engine damage.  In addition, the fuel pump plunger shaft seal may wear and allow fuel to leak into the crankcase, which would illuminate the Malfunction Indicator Light. This can cause engine run-on and/or the engine to run rough.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,2CNALDEW9A6327968,2023-03-06 23:48:16.402691
Yes,complete,OIL LIFE MONITOR UPDATE,,2013-01-09,,,,2CNALDEW9A6327968,2023-03-06 23:48:16.404590
Yes,incomplete,Special Coverage 14710,,2001-01-01,"On certain 2010-2011 model year Chevrolet Equinox and GMC Terrain vehicles, high resistance in the side-impact airbag circuit may cause the airbag-readiness light to illuminate and the “SERVICE AIR BAG” message to display.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,2CNALDEW9A6327968,2023-03-06 23:48:16.406463
Yes,complete,Wiper Transmission Arm Linkage Failure,,2019-12-17,"Some 2010-2017 model year Equinox or Terrain vehicles may have a condition where a link ball socket in the Front wiper transmission may separate. If this were to occur, the driver would experience a sudden loss of Front wiper function.
	
This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the front wiper module with the latest version with improved sockets and a new water shield.  The repairs will be made at no charge to the customer.,2CNALDEW9A6327968,2023-03-06 23:48:16.408248
Yes,incomplete,Special Coverage 14159,,2001-01-01,,,,2CNALDEW9A6327968,2023-03-06 23:48:16.409864
Yes,incomplete,Wiper Transmission Arm Linkage Failure – USA Only,,2022-07-14,"On certain 2010-2012 model year Chevrolet Equinox and GMC Terrain vehicles, the ball joints in the front windshield wiper modules of these vehicles may experience high corrosion and wear that could result in the separation of one or more ball joints from their sockets during wiper operation.  If a ball joint were to separate, one or both of the windshield wipers could become inoperative.",,Dealers are to inspect the front wiper assembly and replace the wiper linkages or module as necessary. The repairs will be made at no charge to the customer.,2CNALDEW9A6327968,2023-03-06 23:48:16.411057
Yes,incomplete,Catalytic Converter Replacement,,2016-06-03,"Some 2010-2011 model year Chevrolet Equinox or GMC Terrain vehicles equipped with a 2.4L engine, may have a condition where a malfunction-indicator light (MIL) may illuminate due to thermal damage or face erosion of the catalytic converter.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Replace the catalytic converter.  The repairs will be made at no charge to the customer.,2CNALDEW9A6327968,2023-03-06 23:48:16.412258
No,,,,,,,,1g1ya2dw8d5109267,2023-03-06 23:48:16.420605
Yes,complete,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,1GNEK13T2YJ184947,2023-03-06 23:48:16.437273
No,,,,,,,,1gnalaek4fz141094,2023-03-06 23:48:16.461812
No,,,,,,,,KL8CB6SA1LC408681,2023-03-06 23:48:16.532754
Yes,complete,Bulletin Loss of Steering Assist,18V586,2018-09-07,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2015 model year Chevrolet Silverado LD, Suburban, and Tahoe vehicles; GMC Sierra LD and Yukon vehicles; Cadillac Escalade vehicles.  These vehicles may experience a temporary loss of EPS assist followed by a sudden return of EPS assist, particularly during low-speed turning maneuvers.  The loss and sudden return of EPS assist typically happens within a 1 second period and is caused by an electrical/software issue.","If EPS assist is lost and suddenly returned, the driver could have difficulty steering the vehicle, especially at low speeds, increasing the risk of a crash.",Dealers will perform a reflash of the EPS module software free of charge.,1GNSKBKC5FR203337,2023-03-06 23:48:16.646153
Yes,incomplete,Combi-Cooler Air Conditioner Refrigerant Leak,,2017-10-06,"Some 2015-2017 model year Cadillac Escalade, Escalade ESV, Chevrolet Suburban, Tahoe, GMC Yukon and Yukon XL vehicles, may have a condition where thermal cycling on the combination transmission fluid/oil and AC condenser cooler creates a crack that may allow refrigerant to escape. This condition consequently may deactivate the AC system which may cause potential customer annoyance.

This special coverage covers the condition described above for a period of 5 years or 60,000 miles (100,000 km) for Chevrolet Suburban, Tahoe, GMC Yukon and Yukon XL and 6 years or 72,000 miles (116,000 km) for Cadillac Escalade and Escalade ESV, whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to inspect the air conditioning condenser and replace if necessary.  The repairs will be made at no charge to the customer.,1GNSKBKC5FR203337,2023-03-06 23:48:16.648845
Yes,complete,Frontal Airbag And Seat Belt Pretensioner Non Deploys,16V651,2016-09-08,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2017 model year Chevrolet Silverado LD, GMC Sierra LD, Buick Encore, Chevrolet Trax, Chevrolet Caprice Police, and Chevrolet Corvette vehicles, 2014-2016 model year Buick Lacrosse, Chevrolet Spark EV, and Chevrolet SS vehicles and 2015-2017 model year Chevrolet Silverado HD, GMC Sierra HD, GMC Yukon, GMC Yukon XL, Cadillac Escalade Cadillac Escalade ESV, Chevrolet Suburban, and Chevrolet Tahoe vehicles.  The sensing and diagnostic module (SDM) in these vehicles, which controls airbag and pretensioner deployment, contains a software defect which may prevent the deployment of frontal airbags and pretensioners in certain rare circumstances. If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","Reprogram the SDM with new software that eliminates this defect.  In vehicles with any previous deployment events recorded in the SDM, dealers will replace the existing SDM with a new SDM prior to programming and setup.  Note: Before replacing the SDM, any airbag related Diagnostic Trouble Codes should be identified, diagnosed, and corrected prior to SDM replacement.  Faulty SIR components in need of replacement are unrelated to this safety recall and are not covered under the terms of this safety recall.",1GNSKBKC5FR203337,2023-03-06 23:48:16.651105
Yes,complete,OWNER MANUAL SUPPLEMENT - DINGHY TOWING,,2014-09-25,,,,1GNSKBKC5FR203337,2023-03-06 23:48:16.653502
Yes,complete,Increased Brake Pedal Effort,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,1GNSKBKC5FR203337,2023-03-06 23:48:16.655576
Yes,incomplete,Brake Assist Decreased Due To Vacuum Loss,,2019-04-10,"Some 2014 – 2018 model year GM vehicles may have a condition where customers may experience increased brake pedal effort, hard brake pedal, and/or potentially increased stopping distance. The condition is more prevalent at low speed when softly applying the brakes. The engine mounted mechanical vacuum pump output may decrease over time decreasing the amount of vacuum/power brake assist. Failure to follow recommended oil change intervals could contribute to this condition. The Driver’s Information Center, (DIC) “Service brake assist” alert will activate 2-5 minutes after the vacuum level drops, and a Diagnostic Trouble Code, (DTC) will also be set. Even where this condition occurs, the hydraulic brake system remains functional but may require additional pedal force.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the vacuum pump and vacuum pump belt.  The repairs will be made at no charge to the customer.,1GNSKBKC5FR203337,2023-03-06 23:48:16.657664
Yes,complete,UNWANTED TRANSFER CASE SHIFT TO NEUTRAL,14V374,2014-06-26,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 model year Chevrolet Silverado 1500 and GMC Sierra 1500 vehicles, and 2015 model year Chevrolet Silverado, Suburban and Tahoe and GMC Sierra, Yukon and Yukon XL vehicles equipped with Automatic Transfer Case (Option Code NQH).  Some of these vehicles have a condition in which an electric signal short may cause the active transfer case to switch to neutral without operator input.  The transfer case mode selection knob would still indicate the last selected drive mode, and the driver will not have any feedback that the transfer case is in neutral.","If the transfer case switches to neutral while the vehicle is in motion, the customer would experience loss of motive power, which could increase the risk of a crash.  If the vehicle is parked, the vehicle could exhibit unintended motion if the parking brake is not set, which could also increase the risk of a crash.",Dealers will re-program software in the Transfer Case Control Module.,1GNSKBKC5FR203337,2023-03-06 23:48:16.659657
No,,,,,,,,2gnaxsev4j6333298,2023-03-06 23:48:16.667037
Yes,complete,CHILD RESTRAINT ANCHORAGE SYSTEM OWNER MANUAL UPDATE,,2005-05-03,,,,1GNEC13T35R149859,2023-03-06 23:48:16.737833
Yes,complete,AIR CONDITIONING SYSTEM INOPERATIVE/COOLS INTERMITTENTLY - * EXP 4/30/16 *,,2014-04-03,,,,KL8CD6S94EC452547,2023-03-06 23:48:16.749927
Yes,incomplete,Side Impact Airbag Light On,,2018-03-15,"Some 2010 model year Chevrolet Malibu and Pontiac G6 vehicles, may have a condition where the front seat side impact airbag (SIAB) connectors under the seat may experience small relative movement between the pins and sockets. DTC’s related to SIAB wiring connectors may be found even with product improvements implemented at the assembly plant or through previous completion of Customer Satisfaction Recalls 10085 (May, 2010) or 11034 (May, 2011).",,Dealers are to cut out the side airbag connector and hard wire connection. The repairs will be made at no charge to the customer.,1G1ZD5EB4AF108597,2023-03-06 23:48:16.753401
Yes,complete,SECONDARY HOOD LATCH CORROSION,14V593,2014-09-23,General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2012-2015 model year Chevrolet Spark vehicles. The involved vehicles were manufactured with a secondary hood latch that may corrode at the latch pivot and stick in the open position causing the latch to not engage.,"If the secondary latch corrodes and sticks in the open position and the primary latch is not engaged, it is possible that the hood may open unexpectedly. If the hood opened unexpectedly while the vehicle is being driven, the driver's vision may be impaired increasing the risk of a vehicle crash. Until your vehicle is serviced, you should ensure that your primary hood latch is properly engaged and the hood is closed before driving. Your primary hood latch may not be properly engaged if you notice larger than normal gaps between the hood and the fender and grille.",Dealers will replace the striker with a new part free of charge.,KL8CD6S94EC452547,2023-03-06 23:48:16.756878
Yes,incomplete,SAFETY BELT RETRACTORS-RIGHT SIDE,,1991-10-01,,,,1G1YZ23J2M5800292,2023-03-06 23:48:16.755344
Yes,incomplete,SAFETY BELT RETRACTORS-LEFT SIDE,,1991-10-01,,,,1G1YZ23J2M5800292,2023-03-06 23:48:16.762592
Yes,incomplete,Special Coverage 10150,,2001-01-01,,,,1G1YY32G645115310,2023-03-06 23:48:16.772961
Yes,complete,MYLINK LOSS OF KEY REMINDER CHIME,16V257,2016-04-27,"General Motors has decided that certain 2013-2016 model year Chevrolet Sonic and Trax vehicles and 2013-2015 model year Chevrolet Spark vehicles equipped with a Bring Your Own Media (“BYOM”) radio may not comply with Federal Motor Vehicle Safety Standard (FMVSS) No. 114, “Theft protection and rollaway prevention.”  BYOM radio software in these vehicles may fail to provide an audible warning/reminder chime when the driver, after turning off the ignition and leaving the key in the cylinder, waits 10 minutes or longer to open the door for the first time. The vehicle may also fail to provide – or provide a shortened – audible warning when the driver opens the door, hears a chime, leaves the key in the ignition, closes the door, and subsequently opens the door a second time more than 20 seconds later.","If no key reminder chime sounds to alert the driver to a key left in the ignition, there is an increased risk of theft.",Dealers will update the radios with corrected operating software free of charge.,KL8CD6S94EC452547,2023-03-06 23:48:16.760168
Yes,incomplete,Special Coverage 15356,,2001-01-01,"On some 2007-2012 model year Chevrolet Malibu, 2007-2010 model year Pontiac G6, or 2007-2010 model year Saturn AURA vehicles equipped with electric power steering assist (EPS), the steering column torque sensor or the EPS motor/controller may cause the vehicle to suddenly lose EPS. If the vehicle loses EPS, the vehicle’s driver information center will display a warning message and a warning chime will sound. The vehicle will revert to a manual steering mode, which requires greater driver effort to operate at low vehicle speeds.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1ZD5EB4AF108597,2023-03-06 23:48:16.782165
Yes,incomplete,Transmission Pulley Damage,,2020-01-22,"Some 2014 - 2015 model year Chevrolet Spark vehicles, equipped with a continuously variable ratio automatic transmission, the transmission drive pulleys and internal belt can be damaged if the driver experiences an unexpected harsh shift event. If this occurs, debris may be released inside the transmission, damaging the transmission. Initially, the driver may experience a decrease in drive or shift quality. If not corrected the condition may progress as follows; additional debris inside the transmission, illuminated malfunction indicator light, a reduced power state may be experienced, and a loss of propulsion may occur.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the transmission.  The repairs will be made at no charge to the customer.,KL8CD6S94EC452547,2023-03-06 23:48:16.786767
Yes,complete,AIRBAG READINESS LIGHT/SERVICE AIRBAG MESSAGE - REROUTE WIREHARNESS/REPLACE,,2010-05-11,,,,1G1ZD5EB4AF108597,2023-03-06 23:48:16.788218
Yes,incomplete,Spark M300_Hood latch/striker corrosion,22V640,2022-08-25,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2013 – 2015 model year Chevrolet Spark and 2014 – 2015 model year Spark EV vehicles.  The secondary hood latch lever in these vehicles may prematurely corrode at the pivot.  If severely corroded, the secondary latch striker may become stuck out of position and fail to properly engage.","If the striker becomes stuck out of position and both the primary and secondary hood latch fail to engage, the vehicle’s hood may open unexpectedly, increasing the risk of a crash.",Dealers will replace the hood striker assembly and hood latch assembly.,KL8CD6S94EC452547,2023-03-06 23:48:16.790800
Yes,incomplete,Brake Lamp Malfunction,,2017-02-23,"Some 2004-2012 model year Chevrolet Malibu, 2004-2007 model year Chevrolet Malibu Maxx, 2005-2010 model year Pontiac G6, and 2007-2009 model year Saturn AURA vehicles may have a condition where increased resistance in the body control module (BCM) connection system can result in voltage fluctuations or intermittency in the brake apply sensor (BAS) circuit that can cause brake lamp malfunction. Specifically, the brake lamps may either illuminate without the brake pedal applied, or turn off when the pedal is applied.

This special coverage covers the condition described above for a period of 15 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.","The brake lamps may either illuminate without the brake pedal applied, or turn off when the pedal is applied.","Dealers are to attach the wiring harness to the BCM with a spacer, apply dielectric lubricant to the BCM X2 (C2) connector and the BAS harness connector, and relearn the brake pedal home position.  The repairs will be made at no charge to the customer.",1G1ZD5EB4AF108597,2023-03-06 23:48:16.792051
Yes,complete,ENGINE OIL CONSUMPTION DUE TO PCV VALVE WEAR,,2014-06-12,,,,KL8CD6S94EC452547,2023-03-06 23:48:16.793950
Yes,complete,BRAKE LAMP MALFUNCTION,14V252,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura vehicles.  On these vehicles, over time an increased resistance can develop in the Body Control Module (BCM) connection system and result in voltage fluctuations or intermittency in the Brake Apply Sensor (BAS) circuit that can cause service brake lamp malfunction.  As a result, the service brake lamps may illuminate when the service brakes are not being applied, or may not illuminate when the service brakes are being applied.  Additionally, cruise control may not engage.  If cruise control is engaged, additional service brake pedal travel may be required to disengage it.  Service brake pedal application may not be required to move the shift lever out of PARK, or additional service brake pedal travel may be required to move the shift lever out of PARK.  Traction control, electronic stability control, and panic braking assist features, if equipped, may be disabled.  Service ESC and/or Traction Control tell-tales may illuminate with this condition.",These conditions may increase the risk of a crash.,"Dealers are to attach the wiring harness to the BCM with a spacer, apply dielectric lubricant to both the BCM and harness connector and on the BAS and harness connector, and relearn the brake pedal home position free of charge.",1G1ZD5EB4AF108597,2023-03-06 23:48:16.795704
Yes,complete,REAR WINDOW DEFOGGER,,2014-09-18,,,,KL8CD6S94EC452547,2023-03-06 23:48:16.797204
Yes,incomplete,Special Coverage 14635,,2001-01-01,"Some 2003-2015 model year Chevrolet Express and GMC Savana vehicles equipped with power seat adjust – Driver 6 Way, and 2009-2010 model year Chevrolet Colorado and GMC Canyon; and 2010 model year Buick Enclave, Cadillac SRX, Chevrolet Equinox, Chevrolet Malibu, Chevrolet Traverse, GMC Acadia, GMC Terrain, and Saturn Outlook vehicles may have a condition where the seatbelt warning light and chime audible warnings may illuminate while the seatbelt is buckled..

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1ZD5EB4AF108597,2023-03-06 23:48:16.798936
Yes,complete,Owner’s Manual Incorrect Transmission Fluid Specified,,2017-09-13,"Certain 2014 model year Chevrolet Spark vehicles, may have incorrect transmission fluid specified in the owner’s manual.",,Print and insert revised owner manual page included in this bulletin.,KL8CD6S94EC452547,2023-03-06 23:48:16.799657
Yes,complete,2014-15 CHEVY SPARK TRANS PULLEY/BELT DAMAGE,,2016-01-12,,,,KL8CD6S94EC452547,2023-03-06 23:48:16.804326
No,,,,,,,,1gnec13z53j331076,2023-03-06 23:48:16.825346
No,,,,,,,,1G11A5SL5FF314828,2023-03-06 23:48:16.823618
Yes,complete,AIRBAG READINESS LIGHT/SERVICE AIRBAG MESSAGE - REROUTE WIREHARNESS/REPLACE,,2010-05-11,,,,1G1ZC5EB7AF108225,2023-03-06 23:48:16.871547
Yes,incomplete,Special Coverage 14635,,2001-01-01,"Some 2003-2015 model year Chevrolet Express and GMC Savana vehicles equipped with power seat adjust – Driver 6 Way, and 2009-2010 model year Chevrolet Colorado and GMC Canyon; and 2010 model year Buick Enclave, Cadillac SRX, Chevrolet Equinox, Chevrolet Malibu, Chevrolet Traverse, GMC Acadia, GMC Terrain, and Saturn Outlook vehicles may have a condition where the seatbelt warning light and chime audible warnings may illuminate while the seatbelt is buckled..

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1ZC5EB7AF108225,2023-03-06 23:48:16.874058
Yes,incomplete,Special Coverage 15356,,2001-01-01,"On some 2007-2012 model year Chevrolet Malibu, 2007-2010 model year Pontiac G6, or 2007-2010 model year Saturn AURA vehicles equipped with electric power steering assist (EPS), the steering column torque sensor or the EPS motor/controller may cause the vehicle to suddenly lose EPS. If the vehicle loses EPS, the vehicle’s driver information center will display a warning message and a warning chime will sound. The vehicle will revert to a manual steering mode, which requires greater driver effort to operate at low vehicle speeds.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1ZC5EB7AF108225,2023-03-06 23:48:16.875403
Yes,incomplete,Side Impact Airbag Light On,,2018-03-15,"Some 2010 model year Chevrolet Malibu and Pontiac G6 vehicles, may have a condition where the front seat side impact airbag (SIAB) connectors under the seat may experience small relative movement between the pins and sockets. DTC’s related to SIAB wiring connectors may be found even with product improvements implemented at the assembly plant or through previous completion of Customer Satisfaction Recalls 10085 (May, 2010) or 11034 (May, 2011).",,Dealers are to cut out the side airbag connector and hard wire connection. The repairs will be made at no charge to the customer.,1G1ZC5EB7AF108225,2023-03-06 23:48:16.876007
Yes,incomplete,BRAKE LAMP MALFUNCTION,14V252,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura vehicles.  On these vehicles, over time an increased resistance can develop in the Body Control Module (BCM) connection system and result in voltage fluctuations or intermittency in the Brake Apply Sensor (BAS) circuit that can cause service brake lamp malfunction.  As a result, the service brake lamps may illuminate when the service brakes are not being applied, or may not illuminate when the service brakes are being applied.  Additionally, cruise control may not engage.  If cruise control is engaged, additional service brake pedal travel may be required to disengage it.  Service brake pedal application may not be required to move the shift lever out of PARK, or additional service brake pedal travel may be required to move the shift lever out of PARK.  Traction control, electronic stability control, and panic braking assist features, if equipped, may be disabled.  Service ESC and/or Traction Control tell-tales may illuminate with this condition.",These conditions may increase the risk of a crash.,"Dealers are to attach the wiring harness to the BCM with a spacer, apply dielectric lubricant to both the BCM and harness connector and on the BAS and harness connector, and relearn the brake pedal home position free of charge.",1G1ZC5EB7AF108225,2023-03-06 23:48:16.876608
